submit_id,hold_d
IDX04199,54.0
IDX04200,198.0
IDX04201,94.0
IDX04202,66.0
IDX04203,18.0
IDX04204,17.0
IDX04205,16.0
IDX04206,325.0
IDX04207,336.0
IDX04208,301.0
IDX04209,181.0
IDX04210,417.0
IDX04211,868.0
IDX04212,16.0
IDX04213,869.0
IDX04214,875.0
IDX04215,116.0
IDX04216,36.0
IDX04217,840.0
IDX04218,605.0
IDX04219,872.0
IDX04220,874.0
IDX04221,189.0
IDX04222,198.0
IDX04223,198.0
IDX04224,198.0
IDX04225,198.0
IDX04226,91.0
IDX04227,198.0
IDX04228,90.0
IDX04229,91.0
IDX04230,52.0
IDX04231,36.0
IDX04232,324.0
IDX04233,345.0
IDX04234,332.0
IDX04235,523.0
IDX04236,522.0
IDX04237,329.0
IDX04238,484.0
IDX04239,114.0
IDX04240,782.0
IDX04241,784.0
IDX04242,881.0
IDX04243,69.0
IDX04244,337.0
IDX04245,6.0
IDX04246,80.0
IDX04247,335.0
IDX04248,134.0
IDX04249,266.0
IDX04250,351.0
IDX04251,215.0
IDX04252,226.0
IDX04253,54.0
IDX04254,220.0
IDX04255,771.0
IDX04256,26.0
IDX04257,262.0
IDX04258,262.0
IDX04259,884.0
IDX04260,32.0
IDX04261,409.0
IDX04262,106.0
IDX04263,274.0
IDX04264,949.0
IDX04265,129.0
IDX04266,8.0
IDX04267,510.0
IDX04268,366.0
IDX04269,946.0
IDX04270,198.0
IDX04271,6.0
IDX04272,27.0
IDX04273,101.0
IDX04274,145.0
IDX04275,54.0
IDX04276,145.0
IDX04277,8.0
IDX04278,2.0
IDX04279,2.0
IDX04280,26.0
IDX04281,26.0
IDX04282,28.0
IDX04283,273.0
IDX04284,187.0
IDX04285,4.0
IDX04286,201.0
IDX04287,947.0
IDX04288,341.0
IDX04289,139.0
IDX04290,926.0
IDX04291,98.0
IDX04292,798.0
IDX04293,879.0
IDX04294,874.0
IDX04295,880.0
IDX04296,879.0
IDX04297,794.0
IDX04298,798.0
IDX04299,879.0
IDX04300,795.0
IDX04301,879.0
IDX04302,775.0
IDX04303,879.0
IDX04304,879.0
IDX04305,879.0
IDX04306,879.0
IDX04307,880.0
IDX04308,879.0
IDX04309,880.0
IDX04310,879.0
IDX04311,150.0
IDX04312,794.0
IDX04313,795.0
IDX04314,949.0
IDX04315,792.0
IDX04316,773.0
IDX04317,632.0
IDX04318,777.0
IDX04319,790.0
IDX04320,861.0
IDX04321,631.0
IDX04322,781.0
IDX04323,772.0
IDX04324,777.0
IDX04325,860.0
IDX04326,152.0
IDX04327,864.0
IDX04328,109.0
IDX04329,39.0
IDX04330,201.0
IDX04331,32.0
IDX04332,70.0
IDX04333,137.0
IDX04334,176.0
IDX04335,235.0
IDX04336,350.0
IDX04337,43.0
IDX04338,185.0
IDX04339,329.0
IDX04340,902.0
IDX04341,28.0
IDX04342,159.0
IDX04343,897.0
IDX04344,22.0
IDX04345,6.0
IDX04346,114.0
IDX04347,20.0
IDX04348,20.0
IDX04349,6.0
IDX04350,195.0
IDX04351,60.0
IDX04352,302.0
IDX04353,140.0
IDX04354,200.0
IDX04355,201.0
IDX04356,375.0
IDX04357,150.0
IDX04358,448.0
IDX04359,601.0
IDX04360,621.0
IDX04361,643.0
IDX04362,562.0
IDX04363,8.0
IDX04364,4.0
IDX04365,890.0
IDX04366,28.0
IDX04367,4.0
IDX04368,74.0
IDX04369,869.0
IDX04370,36.0
IDX04371,70.0
IDX04372,23.0
IDX04373,553.0
IDX04374,140.0
IDX04375,552.0
IDX04376,24.0
IDX04377,595.0
IDX04378,426.0
IDX04379,388.0
IDX04380,416.0
IDX04381,22.0
IDX04382,214.0
IDX04383,303.0
IDX04384,54.0
IDX04385,42.0
IDX04386,306.0
IDX04387,36.0
IDX04388,66.0
IDX04389,339.0
IDX04390,178.0
IDX04391,150.0
IDX04392,324.0
IDX04393,342.0
IDX04394,338.0
IDX04395,344.0
IDX04396,145.0
IDX04397,324.0
IDX04398,344.0
IDX04399,344.0
IDX04400,146.0
IDX04401,344.0
IDX04402,178.0
IDX04403,145.0
IDX04404,344.0
IDX04405,344.0
IDX04406,344.0
IDX04407,150.0
IDX04408,149.0
IDX04409,344.0
IDX04410,150.0
IDX04411,8.0
IDX04412,155.0
IDX04413,8.0
IDX04414,150.0
IDX04415,16.0
IDX04416,4.0
IDX04417,20.0
IDX04418,18.0
IDX04419,8.0
IDX04420,203.0
IDX04421,203.0
IDX04422,853.0
IDX04423,336.0
IDX04424,247.0
IDX04425,323.0
IDX04426,343.0
IDX04427,247.0
IDX04428,203.0
IDX04429,109.0
IDX04430,203.0
IDX04431,247.0
IDX04432,247.0
IDX04433,247.0
IDX04434,203.0
IDX04435,343.0
IDX04436,203.0
IDX04437,203.0
IDX04438,12.0
IDX04439,10.0
IDX04440,16.0
IDX04441,112.0
IDX04442,802.0
IDX04443,43.0
IDX04444,804.0
IDX04445,51.0
IDX04446,181.0
IDX04447,2.0
IDX04448,18.0
IDX04449,830.0
IDX04450,14.0
IDX04451,7.0
IDX04452,37.0
IDX04453,824.0
IDX04454,795.0
IDX04455,10.0
IDX04456,168.0
IDX04457,157.0
IDX04458,24.0
IDX04459,103.0
IDX04460,14.0
IDX04461,35.0
IDX04462,110.0
IDX04463,10.0
IDX04464,10.0
IDX04465,61.0
IDX04466,868.0
IDX04467,829.0
IDX04468,388.0
IDX04469,143.0
IDX04470,6.0
IDX04471,10.0
IDX04472,329.0
IDX04473,113.0
IDX04474,98.0
IDX04475,94.0
IDX04476,98.0
IDX04477,238.0
IDX04478,823.0
IDX04479,12.0
IDX04480,43.0
IDX04481,2.0
IDX04482,17.0
IDX04483,44.0
IDX04484,4.0
IDX04485,47.0
IDX04486,50.0
IDX04487,570.0
IDX04488,929.0
IDX04489,942.0
IDX04490,878.0
IDX04491,589.0
IDX04492,943.0
IDX04493,26.0
IDX04494,26.0
IDX04495,134.0
IDX04496,46.0
IDX04497,26.0
IDX04498,26.0
IDX04499,44.0
IDX04500,26.0
IDX04501,26.0
IDX04502,26.0
IDX04503,149.0
IDX04504,44.0
IDX04505,54.0
IDX04506,32.0
IDX04507,2.0
IDX04508,36.0
IDX04509,32.0
IDX04510,6.0
IDX04511,2.0
IDX04512,2.0
IDX04513,6.0
IDX04514,6.0
IDX04515,299.0
IDX04516,547.0
IDX04517,489.0
IDX04518,548.0
IDX04519,607.0
IDX04520,72.0
IDX04521,157.0
IDX04522,10.0
IDX04523,26.0
IDX04524,2.0
IDX04525,8.0
IDX04526,39.0
IDX04527,930.0
IDX04528,862.0
IDX04529,868.0
IDX04530,864.0
IDX04531,822.0
IDX04532,865.0
IDX04533,776.0
IDX04534,897.0
IDX04535,868.0
IDX04536,806.0
IDX04537,800.0
IDX04538,898.0
IDX04539,137.0
IDX04540,17.0
IDX04541,110.0
IDX04542,8.0
IDX04543,115.0
IDX04544,12.0
IDX04545,20.0
IDX04546,39.0
IDX04547,56.0
IDX04548,26.0
IDX04549,40.0
IDX04550,50.0
IDX04551,12.0
IDX04552,505.0
IDX04553,10.0
IDX04554,320.0
IDX04555,948.0
IDX04556,948.0
IDX04557,32.0
IDX04558,935.0
IDX04559,316.0
IDX04560,35.0
IDX04561,876.0
IDX04562,903.0
IDX04563,149.0
IDX04564,341.0
IDX04565,153.0
IDX04566,367.0
IDX04567,341.0
IDX04568,330.0
IDX04569,342.0
IDX04570,363.0
IDX04571,339.0
IDX04572,341.0
IDX04573,363.0
IDX04574,226.0
IDX04575,316.0
IDX04576,168.0
IDX04577,316.0
IDX04578,363.0
IDX04579,316.0
IDX04580,358.0
IDX04581,163.0
IDX04582,335.0
IDX04583,537.0
IDX04584,72.0
IDX04585,211.0
IDX04586,152.0
IDX04587,33.0
IDX04588,856.0
IDX04589,661.0
IDX04590,856.0
IDX04591,668.0
IDX04592,667.0
IDX04593,818.0
IDX04594,241.0
IDX04595,807.0
IDX04596,656.0
IDX04597,664.0
IDX04598,666.0
IDX04599,666.0
IDX04600,673.0
IDX04601,709.0
IDX04602,670.0
IDX04603,193.0
IDX04604,667.0
IDX04605,693.0
IDX04606,697.0
IDX04607,885.0
IDX04608,703.0
IDX04609,661.0
IDX04610,666.0
IDX04611,666.0
IDX04612,856.0
IDX04613,690.0
IDX04614,121.0
IDX04615,24.0
IDX04616,24.0
IDX04617,97.0
IDX04618,212.0
IDX04619,321.0
IDX04620,71.0
IDX04621,100.0
IDX04622,432.0
IDX04623,432.0
IDX04624,4.0
IDX04625,535.0
IDX04626,535.0
IDX04627,535.0
IDX04628,403.0
IDX04629,187.0
IDX04630,535.0
IDX04631,535.0
IDX04632,22.0
IDX04633,535.0
IDX04634,454.0
IDX04635,535.0
IDX04636,535.0
IDX04637,535.0
IDX04638,535.0
IDX04639,535.0
IDX04640,535.0
IDX04641,535.0
IDX04642,248.0
IDX04643,930.0
IDX04644,794.0
IDX04645,508.0
IDX04646,338.0
IDX04647,8.0
IDX04648,907.0
IDX04649,40.0
IDX04650,20.0
IDX04651,49.0
IDX04652,39.0
IDX04653,40.0
IDX04654,6.0
IDX04655,143.0
IDX04656,212.0
IDX04657,113.0
IDX04658,268.0
IDX04659,140.0
IDX04660,299.0
IDX04661,24.0
IDX04662,140.0
IDX04663,140.0
IDX04664,22.0
IDX04665,6.0
IDX04666,186.0
IDX04667,138.0
IDX04668,138.0
IDX04669,32.0
IDX04670,26.0
IDX04671,46.0
IDX04672,616.0
IDX04673,573.0
IDX04674,583.0
IDX04675,591.0
IDX04676,6.0
IDX04677,397.0
IDX04678,926.0
IDX04679,522.0
IDX04680,643.0
IDX04681,40.0
IDX04682,47.0
IDX04683,797.0
IDX04684,14.0
IDX04685,365.0
IDX04686,720.0
IDX04687,572.0
IDX04688,941.0
IDX04689,913.0
IDX04690,460.0
IDX04691,350.0
IDX04692,278.0
IDX04693,20.0
IDX04694,28.0
IDX04695,90.0
IDX04696,24.0
IDX04697,32.0
IDX04698,36.0
IDX04699,359.0
IDX04700,36.0
IDX04701,34.0
IDX04702,12.0
IDX04703,8.0
IDX04704,18.0
IDX04705,39.0
IDX04706,36.0
IDX04707,26.0
IDX04708,24.0
IDX04709,32.0
IDX04710,72.0
IDX04711,24.0
IDX04712,8.0
IDX04713,14.0
IDX04714,24.0
IDX04715,32.0
IDX04716,116.0
IDX04717,2.0
IDX04718,166.0
IDX04719,26.0
IDX04720,10.0
IDX04721,16.0
IDX04722,4.0
IDX04723,2.0
IDX04724,71.0
IDX04725,14.0
IDX04726,482.0
IDX04727,49.0
IDX04728,36.0
IDX04729,6.0
IDX04730,50.0
IDX04731,2.0
IDX04732,6.0
IDX04733,339.0
IDX04734,866.0
IDX04735,701.0
IDX04736,432.0
IDX04737,879.0
IDX04738,875.0
IDX04739,935.0
IDX04740,4.0
IDX04741,140.0
IDX04742,109.0
IDX04743,270.0
IDX04744,914.0
IDX04745,867.0
IDX04746,803.0
IDX04747,807.0
IDX04748,935.0
IDX04749,862.0
IDX04750,942.0
IDX04751,889.0
IDX04752,945.0
IDX04753,936.0
IDX04754,794.0
IDX04755,943.0
IDX04756,942.0
IDX04757,545.0
IDX04758,146.0
IDX04759,668.0
IDX04760,338.0
IDX04761,526.0
IDX04762,21.0
IDX04763,21.0
IDX04764,2.0
IDX04765,20.0
IDX04766,134.0
IDX04767,4.0
IDX04768,2.0
IDX04769,317.0
IDX04770,17.0
IDX04771,145.0
IDX04772,187.0
IDX04773,2.0
IDX04774,797.0
IDX04775,811.0
IDX04776,810.0
IDX04777,939.0
IDX04778,471.0
IDX04779,448.0
IDX04780,449.0
IDX04781,339.0
IDX04782,938.0
IDX04783,460.0
IDX04784,360.0
IDX04785,6.0
IDX04786,64.0
IDX04787,344.0
IDX04788,448.0
IDX04789,196.0
IDX04790,937.0
IDX04791,447.0
IDX04792,24.0
IDX04793,480.0
IDX04794,484.0
IDX04795,206.0
IDX04796,555.0
IDX04797,447.0
IDX04798,205.0
IDX04799,474.0
IDX04800,155.0
IDX04801,36.0
IDX04802,448.0
IDX04803,884.0
IDX04804,32.0
IDX04805,877.0
IDX04806,911.0
IDX04807,50.0
IDX04808,238.0
IDX04809,882.0
IDX04810,460.0
IDX04811,520.0
IDX04812,915.0
IDX04813,447.0
IDX04814,155.0
IDX04815,307.0
IDX04816,945.0
IDX04817,937.0
IDX04818,417.0
IDX04819,945.0
IDX04820,449.0
IDX04821,247.0
IDX04822,150.0
IDX04823,28.0
IDX04824,880.0
IDX04825,241.0
IDX04826,884.0
IDX04827,870.0
IDX04828,415.0
IDX04829,445.0
IDX04830,44.0
IDX04831,461.0
IDX04832,934.0
IDX04833,889.0
IDX04834,862.0
IDX04835,32.0
IDX04836,460.0
IDX04837,472.0
IDX04838,902.0
IDX04839,472.0
IDX04840,418.0
IDX04841,449.0
IDX04842,393.0
IDX04843,243.0
IDX04844,917.0
IDX04845,943.0
IDX04846,941.0
IDX04847,444.0
IDX04848,938.0
IDX04849,447.0
IDX04850,154.0
IDX04851,876.0
IDX04852,36.0
IDX04853,145.0
IDX04854,916.0
IDX04855,336.0
IDX04856,459.0
IDX04857,882.0
IDX04858,116.0
IDX04859,32.0
IDX04860,190.0
IDX04861,449.0
IDX04862,35.0
IDX04863,44.0
IDX04864,880.0
IDX04865,941.0
IDX04866,64.0
IDX04867,339.0
IDX04868,26.0
IDX04869,463.0
IDX04870,156.0
IDX04871,460.0
IDX04872,190.0
IDX04873,65.0
IDX04874,244.0
IDX04875,155.0
IDX04876,521.0
IDX04877,340.0
IDX04878,116.0
IDX04879,125.0
IDX04880,520.0
IDX04881,32.0
IDX04882,459.0
IDX04883,341.0
IDX04884,44.0
IDX04885,116.0
IDX04886,445.0
IDX04887,94.0
IDX04888,299.0
IDX04889,916.0
IDX04890,336.0
IDX04891,934.0
IDX04892,939.0
IDX04893,32.0
IDX04894,70.0
IDX04895,137.0
IDX04896,138.0
IDX04897,12.0
IDX04898,2.0
IDX04899,137.0
IDX04900,231.0
IDX04901,2.0
IDX04902,10.0
IDX04903,12.0
IDX04904,14.0
IDX04905,130.0
IDX04906,136.0
IDX04907,220.0
IDX04908,873.0
IDX04909,102.0
IDX04910,159.0
IDX04911,873.0
IDX04912,856.0
IDX04913,873.0
IDX04914,376.0
IDX04915,8.0
IDX04916,394.0
IDX04917,2.0
IDX04918,788.0
IDX04919,855.0
IDX04920,10.0
IDX04921,44.0
IDX04922,619.0
IDX04923,774.0
IDX04924,780.0
IDX04925,711.0
IDX04926,283.0
IDX04927,584.0
IDX04928,873.0
IDX04929,544.0
IDX04930,8.0
IDX04931,448.0
IDX04932,90.0
IDX04933,90.0
IDX04934,447.0
IDX04935,35.0
IDX04936,193.0
IDX04937,56.0
IDX04938,155.0
IDX04939,44.0
IDX04940,105.0
IDX04941,133.0
IDX04942,312.0
IDX04943,45.0
IDX04944,364.0
IDX04945,112.0
IDX04946,48.0
IDX04947,103.0
IDX04948,907.0
IDX04949,428.0
IDX04950,414.0
IDX04951,8.0
IDX04952,2.0
IDX04953,48.0
IDX04954,12.0
IDX04955,12.0
IDX04956,198.0
IDX04957,265.0
IDX04958,4.0
IDX04959,32.0
IDX04960,417.0
IDX04961,35.0
IDX04962,905.0
IDX04963,206.0
IDX04964,449.0
IDX04965,212.0
IDX04966,50.0
IDX04967,878.0
IDX04968,189.0
IDX04969,784.0
IDX04970,193.0
IDX04971,31.0
IDX04972,61.0
IDX04973,570.0
IDX04974,145.0
IDX04975,836.0
IDX04976,821.0
IDX04977,2.0
IDX04978,44.0
IDX04979,31.0
IDX04980,50.0
IDX04981,805.0
IDX04982,842.0
IDX04983,613.0
IDX04984,945.0
IDX04985,925.0
IDX04986,293.0
IDX04987,211.0
IDX04988,193.0
IDX04989,351.0
IDX04990,285.0
IDX04991,211.0
IDX04992,275.0
IDX04993,262.0
IDX04994,10.0
IDX04995,363.0
IDX04996,325.0
IDX04997,909.0
IDX04998,249.0
IDX04999,909.0
IDX05000,889.0
IDX05001,228.0
IDX05002,909.0
IDX05003,889.0
IDX05004,889.0
IDX05005,909.0
IDX05006,109.0
IDX05007,909.0
IDX05008,510.0
IDX05009,889.0
IDX05010,909.0
IDX05011,909.0
IDX05012,909.0
IDX05013,869.0
IDX05014,909.0
IDX05015,889.0
IDX05016,707.0
IDX05017,54.0
IDX05018,498.0
IDX05019,31.0
IDX05020,776.0
IDX05021,929.0
IDX05022,72.0
IDX05023,155.0
IDX05024,8.0
IDX05025,146.0
IDX05026,6.0
IDX05027,8.0
IDX05028,51.0
IDX05029,299.0
IDX05030,416.0
IDX05031,41.0
IDX05032,40.0
IDX05033,280.0
IDX05034,8.0
IDX05035,170.0
IDX05036,138.0
IDX05037,54.0
IDX05038,109.0
IDX05039,151.0
IDX05040,300.0
IDX05041,22.0
IDX05042,24.0
IDX05043,140.0
IDX05044,76.0
IDX05045,163.0
IDX05046,22.0
IDX05047,8.0
IDX05048,134.0
IDX05049,14.0
IDX05050,145.0
IDX05051,806.0
IDX05052,228.0
IDX05053,945.0
IDX05054,362.0
IDX05055,26.0
IDX05056,260.0
IDX05057,873.0
IDX05058,900.0
IDX05059,870.0
IDX05060,292.0
IDX05061,940.0
IDX05062,945.0
IDX05063,865.0
IDX05064,940.0
IDX05065,161.0
IDX05066,130.0
IDX05067,879.0
IDX05068,262.0
IDX05069,150.0
IDX05070,774.0
IDX05071,175.0
IDX05072,338.0
IDX05073,163.0
IDX05074,14.0
IDX05075,10.0
IDX05076,822.0
IDX05077,14.0
IDX05078,27.0
IDX05079,41.0
IDX05080,201.0
IDX05081,22.0
IDX05082,318.0
IDX05083,204.0
IDX05084,206.0
IDX05085,8.0
IDX05086,38.0
IDX05087,299.0
IDX05088,320.0
IDX05089,929.0
IDX05090,4.0
IDX05091,203.0
IDX05092,10.0
IDX05093,186.0
IDX05094,935.0
IDX05095,16.0
IDX05096,222.0
IDX05097,241.0
IDX05098,4.0
IDX05099,14.0
IDX05100,10.0
IDX05101,48.0
IDX05102,871.0
IDX05103,10.0
IDX05104,66.0
IDX05105,63.0
IDX05106,52.0
IDX05107,14.0
IDX05108,488.0
IDX05109,44.0
IDX05110,14.0
IDX05111,8.0
IDX05112,801.0
IDX05113,48.0
IDX05114,48.0
IDX05115,10.0
IDX05116,4.0
IDX05117,32.0
IDX05118,52.0
IDX05119,70.0
IDX05120,36.0
IDX05121,22.0
IDX05122,72.0
IDX05123,26.0
IDX05124,27.0
IDX05125,58.0
IDX05126,84.0
IDX05127,50.0
IDX05128,14.0
IDX05129,4.0
IDX05130,4.0
IDX05131,8.0
IDX05132,146.0
IDX05133,6.0
IDX05134,96.0
IDX05135,193.0
IDX05136,823.0
IDX05137,521.0
IDX05138,24.0
IDX05139,36.0
IDX05140,266.0
IDX05141,39.0
IDX05142,6.0
IDX05143,33.0
IDX05144,6.0
IDX05145,20.0
IDX05146,12.0
IDX05147,97.0
IDX05148,209.0
IDX05149,157.0
IDX05150,110.0
IDX05151,70.0
IDX05152,18.0
IDX05153,70.0
IDX05154,36.0
IDX05155,6.0
IDX05156,32.0
IDX05157,48.0
IDX05158,14.0
IDX05159,26.0
IDX05160,22.0
IDX05161,14.0
IDX05162,44.0
IDX05163,18.0
IDX05164,127.0
IDX05165,774.0
IDX05166,2.0
IDX05167,24.0
IDX05168,145.0
IDX05169,32.0
IDX05170,50.0
IDX05171,53.0
IDX05172,462.0
IDX05173,338.0
IDX05174,12.0
IDX05175,8.0
IDX05176,18.0
IDX05177,712.0
IDX05178,121.0
IDX05179,572.0
IDX05180,106.0
IDX05181,773.0
IDX05182,792.0
IDX05183,716.0
IDX05184,24.0
IDX05185,552.0
IDX05186,524.0
IDX05187,543.0
IDX05188,50.0
IDX05189,243.0
IDX05190,195.0
IDX05191,259.0
IDX05192,50.0
IDX05193,243.0
IDX05194,172.0
IDX05195,194.0
IDX05196,708.0
IDX05197,326.0
IDX05198,943.0
IDX05199,943.0
IDX05200,362.0
IDX05201,6.0
IDX05202,2.0
IDX05203,34.0
IDX05204,36.0
IDX05205,36.0
IDX05206,70.0
IDX05207,18.0
IDX05208,12.0
IDX05209,24.0
IDX05210,43.0
IDX05211,94.0
IDX05212,38.0
IDX05213,14.0
IDX05214,31.0
IDX05215,653.0
IDX05216,2.0
IDX05217,44.0
IDX05218,2.0
IDX05219,35.0
IDX05220,42.0
IDX05221,44.0
IDX05222,16.0
IDX05223,22.0
IDX05224,30.0
IDX05225,186.0
IDX05226,28.0
IDX05227,24.0
IDX05228,69.0
IDX05229,28.0
IDX05230,24.0
IDX05231,10.0
IDX05232,132.0
IDX05233,472.0
IDX05234,193.0
IDX05235,167.0
IDX05236,457.0
IDX05237,457.0
IDX05238,468.0
IDX05239,692.0
IDX05240,62.0
IDX05241,278.0
IDX05242,63.0
IDX05243,160.0
IDX05244,196.0
IDX05245,196.0
IDX05246,42.0
IDX05247,879.0
IDX05248,694.0
IDX05249,74.0
IDX05250,60.0
IDX05251,293.0
IDX05252,429.0
IDX05253,63.0
IDX05254,195.0
IDX05255,14.0
IDX05256,42.0
IDX05257,170.0
IDX05258,28.0
IDX05259,4.0
IDX05260,457.0
IDX05261,361.0
IDX05262,12.0
IDX05263,2.0
IDX05264,808.0
IDX05265,190.0
IDX05266,201.0
IDX05267,78.0
IDX05268,2.0
IDX05269,14.0
IDX05270,32.0
IDX05271,195.0
IDX05272,48.0
IDX05273,8.0
IDX05274,198.0
IDX05275,185.0
IDX05276,4.0
IDX05277,257.0
IDX05278,116.0
IDX05279,8.0
IDX05280,2.0
IDX05281,114.0
IDX05282,143.0
IDX05283,106.0
IDX05284,152.0
IDX05285,155.0
IDX05286,222.0
IDX05287,163.0
IDX05288,106.0
IDX05289,104.0
IDX05290,146.0
IDX05291,156.0
IDX05292,170.0
IDX05293,132.0
IDX05294,248.0
IDX05295,84.0
IDX05296,6.0
IDX05297,8.0
IDX05298,4.0
IDX05299,2.0
IDX05300,2.0
IDX05301,146.0
IDX05302,14.0
IDX05303,482.0
IDX05304,201.0
IDX05305,315.0
IDX05306,193.0
IDX05307,169.0
IDX05308,20.0
IDX05309,169.0
IDX05310,297.0
IDX05311,310.0
IDX05312,31.0
IDX05313,247.0
IDX05314,47.0
IDX05315,307.0
IDX05316,527.0
IDX05317,22.0
IDX05318,37.0
IDX05319,551.0
IDX05320,109.0
IDX05321,22.0
IDX05322,47.0
IDX05323,30.0
IDX05324,16.0
IDX05325,344.0
IDX05326,712.0
IDX05327,4.0
IDX05328,44.0
IDX05329,347.0
IDX05330,8.0
IDX05331,130.0
IDX05332,36.0
IDX05333,113.0
IDX05334,555.0
IDX05335,16.0
IDX05336,46.0
IDX05337,866.0
IDX05338,36.0
IDX05339,50.0
IDX05340,32.0
IDX05341,152.0
IDX05342,159.0
IDX05343,8.0
IDX05344,176.0
IDX05345,169.0
IDX05346,52.0
IDX05347,159.0
IDX05348,14.0
IDX05349,12.0
IDX05350,808.0
IDX05351,17.0
IDX05352,880.0
IDX05353,38.0
IDX05354,159.0
IDX05355,178.0
IDX05356,146.0
IDX05357,625.0
IDX05358,35.0
IDX05359,156.0
IDX05360,840.0
IDX05361,72.0
IDX05362,140.0
IDX05363,143.0
IDX05364,14.0
IDX05365,298.0
IDX05366,195.0
IDX05367,56.0
IDX05368,171.0
IDX05369,22.0
IDX05370,247.0
IDX05371,34.0
IDX05372,242.0
IDX05373,132.0
IDX05374,913.0
IDX05375,626.0
IDX05376,936.0
IDX05377,918.0
IDX05378,2.0
IDX05379,339.0
IDX05380,143.0
IDX05381,141.0
IDX05382,44.0
IDX05383,146.0
IDX05384,129.0
IDX05385,385.0
IDX05386,934.0
IDX05387,827.0
IDX05388,918.0
IDX05389,675.0
IDX05390,906.0
IDX05391,934.0
IDX05392,863.0
IDX05393,778.0
IDX05394,939.0
IDX05395,896.0
IDX05396,823.0
IDX05397,935.0
IDX05398,795.0
IDX05399,910.0
IDX05400,4.0
IDX05401,2.0
IDX05402,2.0
IDX05403,2.0
IDX05404,165.0
IDX05405,393.0
IDX05406,157.0
IDX05407,18.0
IDX05408,702.0
IDX05409,789.0
IDX05410,24.0
IDX05411,40.0
IDX05412,539.0
IDX05413,847.0
IDX05414,830.0
IDX05415,788.0
IDX05416,259.0
IDX05417,10.0
IDX05418,386.0
IDX05419,4.0
IDX05420,2.0
IDX05421,2.0
IDX05422,2.0
IDX05423,72.0
IDX05424,22.0
IDX05425,612.0
IDX05426,595.0
IDX05427,595.0
IDX05428,618.0
IDX05429,575.0
IDX05430,579.0
IDX05431,595.0
IDX05432,601.0
IDX05433,575.0
IDX05434,36.0
IDX05435,596.0
IDX05436,579.0
IDX05437,607.0
IDX05438,231.0
IDX05439,2.0
IDX05440,255.0
IDX05441,32.0
IDX05442,789.0
IDX05443,154.0
IDX05444,212.0
IDX05445,460.0
IDX05446,228.0
IDX05447,14.0
IDX05448,30.0
IDX05449,929.0
IDX05450,914.0
IDX05451,873.0
IDX05452,810.0
IDX05453,804.0
IDX05454,587.0
IDX05455,113.0
IDX05456,113.0
IDX05457,4.0
IDX05458,113.0
IDX05459,113.0
IDX05460,910.0
IDX05461,708.0
IDX05462,735.0
IDX05463,880.0
IDX05464,856.0
IDX05465,712.0
IDX05466,875.0
IDX05467,900.0
IDX05468,177.0
IDX05469,712.0
IDX05470,728.0
IDX05471,881.0
IDX05472,881.0
IDX05473,387.0
IDX05474,41.0
IDX05475,40.0
IDX05476,309.0
IDX05477,578.0
IDX05478,41.0
IDX05479,40.0
IDX05480,587.0
IDX05481,601.0
IDX05482,231.0
IDX05483,4.0
IDX05484,706.0
IDX05485,940.0
IDX05486,181.0
IDX05487,2.0
IDX05488,31.0
IDX05489,800.0
IDX05490,20.0
IDX05491,2.0
IDX05492,14.0
IDX05493,16.0
IDX05494,10.0
IDX05495,150.0
IDX05496,8.0
IDX05497,102.0
IDX05498,144.0
IDX05499,71.0
IDX05500,319.0
IDX05501,14.0
IDX05502,35.0
IDX05503,157.0
IDX05504,8.0
IDX05505,6.0
IDX05506,20.0
IDX05507,35.0
IDX05508,20.0
IDX05509,2.0
IDX05510,31.0
IDX05511,31.0
IDX05512,21.0
IDX05513,20.0
IDX05514,2.0
IDX05515,940.0
IDX05516,130.0
IDX05517,54.0
IDX05518,14.0
IDX05519,249.0
IDX05520,145.0
IDX05521,10.0
IDX05522,143.0
IDX05523,14.0
IDX05524,31.0
IDX05525,20.0
IDX05526,55.0
IDX05527,22.0
IDX05528,21.0
IDX05529,31.0
IDX05530,20.0
IDX05531,134.0
IDX05532,156.0
IDX05533,21.0
IDX05534,21.0
IDX05535,24.0
IDX05536,14.0
IDX05537,36.0
IDX05538,31.0
IDX05539,102.0
IDX05540,17.0
IDX05541,21.0
IDX05542,14.0
IDX05543,16.0
IDX05544,16.0
IDX05545,16.0
IDX05546,8.0
IDX05547,12.0
IDX05548,18.0
IDX05549,16.0
IDX05550,211.0
IDX05551,519.0
IDX05552,527.0
IDX05553,2.0
IDX05554,571.0
IDX05555,865.0
IDX05556,571.0
IDX05557,100.0
IDX05558,580.0
IDX05559,105.0
IDX05560,871.0
IDX05561,52.0
IDX05562,386.0
IDX05563,602.0
IDX05564,18.0
IDX05565,31.0
IDX05566,17.0
IDX05567,24.0
IDX05568,23.0
IDX05569,31.0
IDX05570,860.0
IDX05571,10.0
IDX05572,28.0
IDX05573,880.0
IDX05574,18.0
IDX05575,20.0
IDX05576,198.0
IDX05577,317.0
IDX05578,910.0
IDX05579,106.0
IDX05580,132.0
IDX05581,326.0
IDX05582,119.0
IDX05583,623.0
IDX05584,672.0
IDX05585,104.0
IDX05586,18.0
IDX05587,121.0
IDX05588,217.0
IDX05589,618.0
IDX05590,909.0
IDX05591,191.0
IDX05592,605.0
IDX05593,221.0
IDX05594,326.0
IDX05595,6.0
IDX05596,530.0
IDX05597,60.0
